Series,Episode,Task,Description,Contestant,Score
Series 18,Episode 4: I'm a girl who likes a clean line. (3 October 2024),2,Push the envelope the furthest.,Emma Sidi,1
Series 18,Episode 4: I'm a girl who likes a clean line. (3 October 2024),3,Take a bite out of Alex's carrot. Alex will ring his bell every 10 seconds. You must laugh constantly throughout. You must both only walk at  gentle pace.,Emma Sidi,1
Series 18,Episode 4: I'm a girl who likes a clean line. (3 October 2024),4,"Pick the Taskmaster's locket from its pocket. Every time you pick an incorrect pocket, you must high-five Alex. If you touch, tamper or peek into a pocket you must pick it.",Emma Sidi,5
Series 18,Episode 4: I'm a girl who likes a clean line. (3 October 2024),5,"Team Live: Gather a herd of animals with exactly 22 legs. You may not harm any animals. You may only use animals on this side of the wall and you may not use each other. On Alex's whistle, you must hurl one of your herd over the wall. When your herd has 22 legs, only then may you don your tutus.",Emma Sidi,5
Series 18,Episode 5: Big stupid things. (10 October 2024),1,Prize: The thing that is best when you add liquid to it.,Emma Sidi,5
Series 18,Episode 5: Big stupid things. (10 October 2024),2,Direct the robot to its charging station and plug it in. You must give the robot an instruction every 10 seconds. The robot will ignore any instructions that contain the letter O or E. You may not touch the robot.,Emma Sidi,5
Series 18,Episode 5: Big stupid things. (10 October 2024),3,Make the strongest smell. You must seal your smell in this jar and the Taskmaster will open it in the studio.,Emma Sidi,2
Series 18,Episode 5: Big stupid things. (10 October 2024),"You must smell your smell in the studio before the Taskmaster smells your smell. If you refuse to smell your smell, the Taskmaster will not smell your smell and you will receive zero points.",,Emma Sidi,
Series 18,Episode 5: Big stupid things. (10 October 2024),4,Team: Present the most heart-warming final story for a local news programme.,Emma Sidi,4
Series 18,Episode 5: Big stupid things. (10 October 2024),5,Live: Land your skydiver closest to the seal. You must catapult your skydiver with the catapult. Furthest from the target each round is eliminated.,Emma Sidi,3
Series 18,Episode 5: Big stupid things. (10 October 2024),T,Work out how many days old Alex will be on Christmas Day 2024. You must make eye contact with Alex the whole time and can only give one answer.,Emma Sidi,✔
Series 18,Episode 6: A dance as old as time itself. (17 October 2024),1,Prize: The most fun thing to put in Alex's pocket without him knowing.,Emma Sidi,4
Series 18,Episode 6: A dance as old as time itself. (17 October 2024),2,Put one fish in the frying pan. Your task ends when you put a fish in the frying pan.,Emma Sidi,3
Series 18,Episode 6: A dance as old as time itself. (17 October 2024),3,"Create, handle and voice the most charismatic new children's television puppet sidekick for Alex.",Emma Sidi,1
Series 18,Episode 6: A dance as old as time itself. (17 October 2024),4,"Defuse the robot. You must cut all the wires but one. If you cut the danger wire, the robot will spew and you will be disqualified. You must keep your goggles on at all times.",Emma Sidi,DQ
Series 18,Episode 6: A dance as old as time itself. (17 October 2024),5,"Live: Correctly guess this person's job. You must ask a yes or no question on your turn. If you take more than 10 seconds to ask your question, you miss a go.",Emma Sidi,0
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),1,Prize: The object that is bigger than your head that you would most like to carry with you for the rest of your life if you had to carry an object with you for the rest of your life.,Emma Sidi,5
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),2,Ring the bell. You may not look up.,Emma Sidi,4
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),3,"You must lie throughout the next task. Every time you tell the truth, everyone in your team will lose an actual Taskmaster point.",Emma Sidi,-
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),"Team: Work out what is in the box. You must not look, feel or inspect the box in any way. Your teammate must not show you the contents of the box. They may only make silent facial expressions unless answering Alex's questions. Your teammate must not nod or shake their head.",-,Emma Sidi,-
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),4,Eat and obey five fortune cookies.,Emma Sidi,5
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),5,"Live: Throw a beanbag onto the island. If you knock over a can, you are disqualified. If you miss the island, you are disqualified.",Emma Sidi,3
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),1,Prize: The thing that most makes Greg scratch his chin.,Emma Sidi,1
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),2,Put on the special glasses.,Emma Sidi,3
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),3,"Be at the highest number barrel when Alex blows his whistle again. You may only move to the next barrel when you have completed the challenge at the previous barrel. If you fail a barrel challenge twice in a row, you must move back to the first barrel. If you are at an even-numbered barrel at the end of the barrel task, you are disqualified.",Emma Sidi,1
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),4,"Label a part of your body, make a surprising noise and do something interesting with your legs.",Emma Sidi,2[1]
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),Do these three things again and again and again in that same order.,,Emma Sidi,
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),5,"Team Live: Say the same word at the same time. Alex will give you a category. Taking it in turns, team members must both say one word that fits the category at the same time. If both team members say the same word at the same time, they win the round. Also, you must not say word that has been said before.",Emma Sidi,2
Series 18,Episode 9: The cockle children. (7 November 2024),1,Prize: The best item for keeping things in that isn't just a regular item for keeping things in.,Emma Sidi,5
Series 18,Episode 9: The cockle children. (7 November 2024),2,"Walk exactly one furlong in exactly 10 minutes. You may not make use of technology except to make three five-second phone calls. Also, you may not remove the hat.",Emma Sidi,3
Series 18,Episode 9: The cockle children. (7 November 2024),3,Clean the most profound picture of majestic nature on a dirty thing.,Emma Sidi,5
Series 18,Episode 9: The cockle children. (7 November 2024),4,"Team: Place all the balls in the gutter and the gutter on the cow. The gutter must not enter the dome. You must not use anything floppy during your attempt. For every ball you touch, one minute will be added to your time. For every ball that touches the floor, 10 minutes will be added to your time. The task is over when the full gutter of balls is balancing by itself on the cow.",Emma Sidi,5
Series 18,Episode 9: The cockle children. (7 November 2024),5,Live: Predict whether each item will float or not float.,Emma Sidi,3
Series 18,Episode 10: Le Goose. (14 November 2024),1,Prize: The thing most likely to make your buttocks clench.,Emma Sidi,5
Series 18,Episode 10: Le Goose. (14 November 2024),2,"Say how many chairs are in this cinema. You may only give one answer. You must not say any numbers until you give your answer and you must say the name of every object that appears on the screen. If you miss an object, one minute will be added to your time. For every chair you get wrong, one minute will be added to your time.",Emma Sidi,3
Series 18,Episode 10: Le Goose. (14 November 2024),3,Either throw five fives in a row or do 100 press-ups or eat a raw onion or find the needle in the haystack or sit silently for 10 minutes. You may only attempt two of these things.,Emma Sidi,5
Series 18,Episode 10: Le Goose. (14 November 2024),4,"Present ""The Goose"".",Emma Sidi,4
Series 18,Episode 10: Le Goose. (14 November 2024),5,"Live: When Greg says ""eyes down"", you must look down. When Greg says ""eyes up"", you must immediately look at another contestant. If the contestant is also looking at you, you are both eliminated.",Emma Sidi,0
Series 18,Episode 1: The faceless facilitators. (12 September 2024),1,Prize: Best thing that has been inside you.,Jack Dee,3
Series 18,Episode 1: The faceless facilitators. (12 September 2024),2,"Do not say any of this out loud. Carry out each instruction before reading the next. You must remain silent until you've completed all four instructions. Stare at camera number one for at least thirty seconds without smiling. Eat an imaginary fly that has just landed on you. Act like you don't like how it feels in your stomach at all. Look under the 6th, 33rd, 56th, and 91st letters of this task.",Jack Dee,5
Series 18,Episode 1: The faceless facilitators. (12 September 2024),Say a word beginning with Q.,,Jack Dee,
Series 18,Episode 1: The faceless facilitators. (12 September 2024),3,Knock over exactly 100 cans. You must throw all five balls and pull one rope nice and hard. You must stay on the spot at all times and you may not move the spot.,Jack Dee,5
Series 18,Episode 1: The faceless facilitators. (12 September 2024),4,Do the most beautiful thing with bubbles.,Jack Dee,3
Series 18,Episode 1: The faceless facilitators. (12 September 2024),5,"Live: Drink the vinegar. On your turn, you can either drink from one straw or not drink at all and get a clue from Alex instead. You must stand on the spot when choosing your straw and you must never stray from the spot. Only the vinegar drinker wins.",Jack Dee,0
